name,hex
Indigo Cobalt,#3309C9
Cadmium Yellow Orange,#CE9815
Dark Burgundy,#41070E
Indigo Blue,#16639B
Teal Blue (Sometimes also referred to as Aqua Teal),#0AACC6
Dandelion,#D19351
Amaranth (Dark Reddish Brown),#AC6052
Indigo,#441B89
Medium Purple-Pink,#B38EBA
Mars Orange,#70330C
Indigo (Dark),#1635CB
Green (Specifically #277F14),#277F14
Maroon,#C04348
Medium Purple-Blue,#7356CF
Teal (Turquoise Blue),#5FA3D4
Burgundy,#D75145
Indigo (Dark),#416CB7
Sage Green,#138E51
Sapphire Blue,#21ABE2
Lime Green,#0DF510
Light Cerise,#CE89D1
Sage Green,#9EB6A3
Saddle Brown,#8B3504
Indigo (#1B3BA2),#1B3BA2
Sage Green,#6E9B13
Lime Green,#1BCD1C
Dark Burnt Sienna,#795808
Orange-Red (Coral Orange),#F07A2B
Honey Gold,#F4944A
Plum Lavender,#CB9BDA
Sapphire Blue,#1373E2
Dark Teal,#697456
Brown-Greenish,#96992B
Sapphire Blue,#93BBE7
Medium Purple,#A07BBF
Dark Blue-Grayish,#344C61
Fuchsia Rose,#F678A2
Aqua Cyan,#6FFFD9
Lime green,#61A208
Dark Sage Green,#111C38
Wine Red,#C05271
Shallow Rose,#EF8EF0
Periwinkle Pink,#B37E8D
Dandelion Yellow,#D7F676
Beige Sand,#B3A089
Sage Green,#A9B427
Maroon,#B8052E
Light Purple Cobalt,#C08AEF
Sapphire Blue,#4294EA
Fuchsia Magenta,#F82484
Maroon,#CA1338
Aqua Turquoise,#8CFDCA
Burnt Sienna,#94573B
Maroon 2,#BB2712
Sage Green,#B3F385
Saffron,#BED530
Teal (Dark),#507385
Green Yellow (Sichelgrün in German),#71FE2D
Maroonish-Rusty Red,#BD1D3C
Orange-Red (Tangerine),#EA3E30
Deep Raspberry Violet,#CE3AAD
Sage Green,#B1FC4B
Honey Orange,#EF765B
Indigo (Dark),#3112E6
Indigo (Dark),#406CF1
Light Pinkish Mauve,#E9B2CE
Sage Green #09EC7A,#09EC7A
#3375D0 (Teal Blue),#3375D0
Medium Purple,#CF14D6
Sapphire Blue,#37CD94
Deep Purple-Indigo,#6F57DD
Sage Green (Dark),#1A5509
#218FE2 (Hexadecimal) or Aqua Blue (Common Name),#218FE2
Green Olive,#487110
Light Cornflower Blue,#C4CAED
Wine Red,#AC1438
Indigo (Dark),#6A679D
Maroon Red,#B8194A
Indigo Purple (Dodger Blue),#464BFB
Sapphire Blue,#04A48E
Maroon 5004,#500433
Sage Greenish Blue,#9BA28D
Light Lavender,#CE9CC2
Lime Green,#24AF31
Indigo (Dark),#11036D
Indigo (Dark),#1759B3
Sage Green #68B704,#68B704
Deep Wine Red,#411596
Wine Red,#A02294
Medium Purple (or Lavender Mauve),#E857E9
Lime Green,#A3FD27
Amethyst Purple,#AC15E3
Sea Green,#98F1D1
Sage Green,#7B9F16
Medium Violet-Red,#CE59F7
Green (Shaded Lime),#19E74E
Burgundy Wine,#89314C
Deep Cobalt Blue,#5760E8
Deep Magenta,#8F43D0
Sapphire Blue,#83A7E4
Dark Wine Red,#392B3A
Fuchsia Magenta,#E333F4
Fuchsia Rose,#F80DEC
Lime Green,#54AD00
Sage Green,#348953
Sage Greenish Yellow,#95A101
Cyan-blue,#80D4DC
Platinum Beige,#CDB2A8
Light Cobalt,#C7B3B5
HEX #69CAEF,#69CAEF
Plum Wine,#D55C6E
Wisteria,#64358A
Green-cyan #48E77E,#48E77E
Lime green,#32CB32
Green Forest (#24681A),#24681A
Dark Mauve,#8D6A72
Teal (#5CCACC),#5CCACC
Seafoam Green,#66C284
Maroon Deep,#9C0A36
Crimson Red,#CC176D
Indigo (Dark),#1202B7
Dark Cherry Red,#D52E3A
Sage Green,#375938
Raspberry Rose,#E33FB7
Goldish Yellow,#EFAC03
Deep Purple,#480AA8
Fuchsia Magenta,#CA61AF
Saffron,#85A609
Indigo Deep,#6D5D89
Fire Brick,#F11531
Honey Gold,#E2B14F
Medium Purple-Blue,#B03CC5
Dark Purple-Blue (Indigo),#4E4C8E
Green (Emerald),#3DDB71
Slightly Desaturated Sky Blue,#D2E3DF
Sage Green,#B4D47C
Wisteria Purple,#A02A99
Deep Purple,#9848B6
Deep Purple,#872085
Wine Red (Dark Burgundy),#644269
Dark Olive Green,#606E55
Scarlet Red (#640D32),#640D32
Emerald Green,#0E9962
Sage Green,#83F598
Sage Green,#6F9F30
Deep Teal,#296790
Dark Plum,#744246
Sage Green,#D5F966
Medium Cyan,#5F73C2
A9D0D2,#A9D0D2
D4E7E4,#D4E7E4
Indigo Deep,#340C6F
Periwinkle Blue,#DDB0F6
Burnt Sienna,#A1342F
Lime Green,#65C727
#CAA831 (Golden Brown),#CAA831
#7B8FE7 (Sky Blue),#7B8FE7
Greenish Cyans,#9CE149
Teal,#A0DCA7
Medium Purple-Blue (Fuchsia-Violet),#7524F6
Aquamarine,#7FE9F9
Sage Green (Dark),#395C4C
Brick Red,#B2281F
Deep Magenta,#DC02C8
Sage Green,#5D860A
Medium Cyan,#5063CE
Magenta-Rose,#EB517F
Sapphire Blue,#4A9CB0
Fuchsia Rose,#F9256C
Fuchsia Rose,#F30565
Saddle Brown,#756A28
Sage Green,#43D733
Green-Yellow (Spring Green),#37D24A
Sea Green,#91A190
#711C09 (Maroon Sienna),#711C09
Indigo Blue,#3834AA
Sapphire Teal,#3EC4AC
Maroon Red,#832D18
Sage Greenish Yellow,#C4EC5B
Fuschia Rose,#F338B2
Dusky Magenta,#C44AC9
Fuchsia Rose Pastel,#F5CCCE
Raspberry Wine,#ED6A95
Deep Purple #7F17D2,#7F17D2
Dusky Rose,#DF866E
Fuchsia Magenta,#FF4AD9
Dark Teal,#2D5F7E
Emerald Green,#1BE573
Green (specifically Lime Green),#82CE16
Indigo Deep,#1D13D8
Dark Purplish-Brown,#0D0731
Dark Slate Gray,#4D5470
Teal Hexadecimal #2CCBE1,#2CCBE1
Deep Cobalt Blue,#AFA2D5
Midnight Blue,#0B3250
Wheat Yellow,#B3B91E
Indigo Purple,#7645A9
Red-Purple (Maroon),#7E417A
Acidic Lime,#ACD368
Medium Purple-Magenta,#883BF1
Indigo Purple,#4B2D60
Teal,#4A8CCA
Saddle Brown,#989024
Indigo Deep,#6A3ED2
Lime Green,#0CF956
Burnt Sienna,#A77870
Sage Green,#4CFBA8
Sage Green,#749C78
E275CC (Rose Magenta),#E275CC
Forest Green,#324903
Burnt Sienna,#A66972
#251340 (Dark Navy Blue),#251340
#1C0DEB (Deep Cobalt Blue),#1C0DEB
Dark Cobalt Blue,#152C8C
Golden Rod,#F9E34E
Green Yellow (Hexadecimal #3FFE4B),#3FFE4B
#7788E1 (Hexadecimal) or Medium Blue-Violet (Common Name),#7788E1
Scarlet Red,#AB000D
Deep Teal,#586F89
Burnt Sienna,#917155
Purple-Plum,#9C2CDA
Powder Blue,#90DFDF
Light Air Blue,#AFD1B5
Wisteria Purple,#7A1B9D
Dark Cyan,#10808F
Deep Purple (Medium),#8C0FB0
Ecru Creamy Pink,#EFC8C5
Sage Green #1C4C2D,#1C4C2D
#4D90A2 (Deep Teal),#4D90A2
Lime Green,#12CC0F
Maroon,#603C24
Lavender Blush,#E3BCD1
Lime Greenish-Blue,#2EAB33
Forest Green,#13682F
Sapphire Seafoam,#86EFE7
Teal-Blue (Approximate name),#A5C9AA
Medium Purple (Purple Heart),#885CB2
Sapphire Blue,#348798
Light Aqua-Green,#F0FEF7
Gold Yellow,#F2CF05
Navy Blue (Dark Hue),#0B263C
Sapphire Blue,#397DB3
Plum Magenta,#DFA2DE
HEX #0577E6,#0577E6
Dark Indigo,#491A5C
#4D4ECA (Deep Cobalt),#4D4ECA
Cobalt Blue,#06A0DE
Deep Purple #440782,#440782
"#70CA9B (Sky Mint, Sea Moss)",#70CA9B
Maroon (Dark Red),#B9212C
Aqua Cyan,#0CD1C7
Dark Cyan,#4035C4
Sage Green,#85FA6A
Lime Green,#92E711
Emerald Green,#40E639
Seafoam Green,#9ECEBA
Medium Violet Red,#CA3CB0
Greenish-Blue (T turquoise-green),#2E864E
Light Cobalt Blue,#BCB6E8
Rose Dust,#E2A6AB
Lime Greenish-Cyan,#9FEDAC
Dark Indigo,#56517C
#3BCF9F (Turquoise Green),#3BCF9F
Goldish Yellow,#F3F397
Burnt Sienna,#C77555
Burnt Sienna,#C27A4D
Seafoam Green,#4CE68D
Sapphire Blueish Green,#A2BEBD
Indigo Deep,#2C1993
Cyan (Teal),#004BD2
Light Sky Blue,#BBCBFC
Maroon,#91125E
Deep Teal,#062B50
"Green-Blue (Sage Green, Teal)",#168436
Green Seafoam,#70F9A5
Lime Green,#9EDD24
Saddle Brown,#8C603C
Dark Purple-Plum,#7D6A8D
Periwinkle Blue,#66C1DD
Deep Purple,#805791
Fuchsia Rose,#F761E1
Indigo (Dark),#23259A
Maroon,#92182B
Deep Purple #47298D,#47298D
Fuchsia Rose,#F5B0DC
Fire Red,#F3404F
Deep Purple (#6648E1),#6648E1
Teal 602 C (Pantone) / Cyansky (HTML color name),#26B381
Sage Green,#B1D43D
Deep Cobalt Blue,#431AF3
Lime Green,#6DE764
D37392 (#D37392),#D37392
Magenta Rose,#E17FD1
#6014F9 (Deep Purple),#6014F9
Chestnut Brown,#654D0C
Wisteria,#8115C7
Lilac Mauve,#F5ACF9
Green Sea (or Sage Green),#348A68
Sapphire Blue,#7DCCD8
Amethyst Purple,#7E0DCF
Deep Magenta,#EE06BB
Fuchsia Magenta,#F436B2
Dark Sapphire Blue,#276484
Maroon 5,#643144
Green 56B32E,#56B32E
Mint Green,#95CF91
Medium Purple-Red,#A906E3
Deep Cyan,#748DE7
Medium Purple-Lavender,#A869F9
Sage Green,#767B10
Emerald Green,#07E876
Indigo,#3070B9
Deep Purple #8146A7,#8146A7
Green Olive,#2B5101
Scarlet Red,#EF0409
#05F52B (Hexadecimal) or Green Yellow (RGB),#05F52B
Light Powder Blue,#DBDDFC
Green Forest (Dark),#41865D
Sage Green,#0B581B
Burnt Sienna,#C79918
Seafoam Green,#CBB79F
Sage Green,#B5CE2E
Medium Purple-Red (#660CC8),#660CC8
Cyansky Blue,#5CD1FF
Forest Green,#206A26
Deep Purple (Wisteria),#760B84
Indigo (Dark),#082DB1
"Teal (Spatial teal, Aquamarine teal)",#08A9A2
Deep Cobalt Blue,#3E45B1
A28903 (Golden Brown),#A28903
Dark Wine Red,#823F41
Lime Green,#11EA63
Brownish-Orange,#B39833
Dusky Rose,#DF4692
Fuchsia Violet,#9971D9
Green-Blue (Sage Green),#10681A
"Green (Specifically, Dark Forest Green)",#25825A
Navy Blue (Dark Slate Gray),#1D3C4C
Sage Green,#258168
Ec90d7,#EC90D7
Aqua Seafoam,#4FC54C
Medium Sea Green,#668682
Maroon,#B33763
Deep Raspberry,#CD2D59
Steel Blue,#71939E
Forest Green,#568D12
Pale Turquoise,#D5F6CE
Maroonish Rose,#B87375
#B4766E (Dark Terra),#B4766E
D49C3B,#D49C3B
Purple-Red,#A00AAD
Green Olive,#438204
Cyansky blue,#62F9E4
Aquamarine Cyanshade,#4DDEAB
D988EE,#D988EE
Sage Greenish Yellow,#C4C366
Marigold,#E6581B
Marigold,#C95007
Maroon,#70223C
Deep Purple (Tulip Wine),#9C1BFA
Lime Greenish Blue,#5DDE0F
Lime Green,#40E216
Cobalt Blue,#0962DE
Light Powder Blue,#C7CBEF
Deep Wine Red,#79425B
Dark Purple-Red,#864472
Maroon Crimson,#CB017F
Marigold Orange,#D72D0B
Gold Marigold,#F7E452
Dark Purple-Blue (Dusky Lilac),#56587A
Green-Yellowish,#9DA539
Sage Green,#119A3C
Fuchsia Magenta,#F50057
Dandelion,#D17B06
F8E3D8 (Light Pinkish Beige),#F8E3D8
Goldenrod,#E1E77D
Sage Green,#3C8E38
Indigo Violet,#B34DFB
Celadon Green,#CEABA4
Maroon Plum,#B20F85
Gold (Dull Yellow),#C3AE24
Dark Purple-Ruby,#842BCE
Plum Rose,#CD949D
Light Sea Green,#CDEC7E
Ocean-blue,#9CE7E6
Dark Brownish Green,#6B6328
Fuchsia Magenta,#FB7E9F
Gold (Metallic),#FFF778
Raspberry Wine,#EF1FAB
Golden Brown,#E1AB63
Dark Greenish-Blue (#09282F),#09282F
Lime Green,#5EBE26
Forest Green,#245E2A
Saddle Brown,#836704
E286C5 (Rose Dust),#E286C5
Ash Grayish Blue,#8C8E94
Lavender Rose,#E7ABE9
Deep Purple,#7F4E7C
Indigo Purple (Dark),#3C14AA
Forest Green (Dark),#1B5222
Gold (Metallic),#D9D934
Lime Greenish Cyan,#9BF14B
Maroon530660,#530660
Green Yellow (Sometimes referred to as Lime Green or Chartreuse),#8FFF7D
Dodger Blue,#0D8FB1
Mars Orange,#9F3221
Dark Sapphire Blue,#384160
Wine Red,#C70E88
Soft Lavender,#F0E4EB
Dark Red-Brown (Dark Burgundy),#654F5A
Crimson Red,#D1108E
Burnt Sienna,#987151
Lavender Blush,#F5D2E3
Fuchsia Purple,#E343F3
Dark Sage Green,#23261E
Burnt Sienna,#853532
Lime Green,#64B201
Medium Purple-Red,#AD04AC
Indigo (specifically Dark Indigo),#3C35FF
Cyano,#00AEA9
Dusky Rose Pink,#D684B5
Deep Purple,#7F5183
Green-Yellow (Sage Green),#78A16B
Sage Green,#608F54
Greenish-cyan (Leafy aqua),#04DB65
Burnt Sienna,#E18108
Seafoam Green,#15DD8F
ED73B3 (Electric Violet),#ED73B3
Green Sea (#44DB62),#44DB62
C5BDAB,#C5BDAB
Goldenrod,#FEFD4C
Deep Blue Cobalt,#041CFF
#70BF76 (Green Seafoam),#70BF76
Greenish Sage,#B5C591
Medium Orchid (C95FA2),#C95FA2
Sage Green,#92DB9B
Indigo (Dark),#1E67B1
Emerald Green,#2C7B5B
Beige F2E8D7,#F2E8D7
Deep Cobalt Blue,#4C43E0
Deep Purple #282C6B,#282C6B
Medium Purple-Red (Fuchsia Tint),#DD2E8C
EF84E1 (#EF84E1),#EF84E1
Plum Purple,#9694BB
Sage Green,#1C4205
Gold (Metallic Gold),#8B7701
Burgundy Wine,#740C1E
Maroon Brown,#7F4B0B
Fuchsia Rose,#FB8FE6
Indigo E71012,#1012E7
Sapphire Blue,#35BDA6
Grayish Blue-Gray (or Steel Gray),#727292
Indigo Deep,#0E1D5E
Gold Olive,#C2AC10
Cornflower Blue,#91BCD1
Green Olive,#2A5321
Mahogany Brown,#9F7F68
Maroonish Red,#AE1517
Maroonish Red,#CB1A59
Saffron,#AED002
Gold Ochre,#8F6E02
Sapphire Blue,#1880A9
Maroon,#651706
Sage Green #3E7973,#3E7973
Maroon 97,#9B3163
Burgundy,#A42A2E
Golden Mustard,#CBB554
"#23B32C, Sage Green",#23B32C
Honey Gold,#A48F12
Wine Red,#9A136E
Medium Purple,#AD56B9
Sage Green,#88DC4D
Admarine Violet,#AD89FA
Goldish Cream,#CBC61F
Sage Green,#229478
#787AFF (Light Cyan),#787AFF
Medium Violet Red (Close approximation),#C678B7
#49E4C6 (Hexadecimal) or Sapphire (Common Name),#49E4C6
Maroon Dark,#8B0D4D
Plum Wine,#AF6475
Indigo Purple,#702B89
Goldenrod,#E7DB2B
Gold (F4F675),#F4F675
Indigo Violet,#9014F7
Forest Green,#1B3E00
Seafoam Green,#6CEFC7
Burnt Sienna,#B7830A
Dark Slate Gray,#433862
Fuchsia Rose,#F69BD9
Indigo,#6543A8
Dodge Blue,#5889D3
Dark Blue-Purple (Cerulean-Amethyst),#405EAE
Wine Red,#5B2E50
Indigo Violet (#5143FE),#5143FE
Seafoam Green (or Lime Green),#66EE75
Sage Green (Dark),#0A5C03
Lime Green,#07FE76
Indigo Deep,#260DF6
Warm Terracotta,#CD897A
Indigo Violet,#5D5BC2
Deep Sapphire Blue,#357DB4
Sunset Orange,#CFC14C
Aquamarine Blue,#1DD5F1
#287D53 (Dark Green Sage),#287D53
Wisteria,#A03B92
Purple Indigo,#8434BF
Dark Slate Gray,#515F7D
Wistful Magenta,#D81CFB
Greenish Yellow,#BDC82F
FCCED8,#FCCED8
#9695DC (Hex) or Lavender Plum (Common Name),#9695DC
#348B60 (Hex) or Dark Sea Green (Common name),#348B60
Electric Lime,#33FD66
FAEA17 (Golden Apricot),#FAEA17
Mahogany Brown,#605D4A
Emerald Green,#40C83E
Sage Green,#839634
Indigo (Dark),#132C7C
Dark Grayish Cyan,#9E9598
Medium Cyan,#688EFC
Sage Green,#AED9B4
Sky Blue Lime,#E1FCED
Medium Purple,#AA3C80
Saffron Orange,#CFF3CC
Indigo Violet,#7A7DF4
Dark Plum Purple,#210C55
Dark Burnt Sienna,#A0502F
Sage Green,#021907
#AAA00F (Orange-Brown),#AAA00F
Greenish Yellow,#B8C648
Maroon,#885246
Aquamarine Seafoam,#6DCE9D
Teal Hexadecimal (#50FAC2),#50FAC2
Green 4192 (#41C927),#41C927
Emerald Green,#0F7971
Wine Red,#C91E50
Wine Red,#680269
Medium Purple-Red,#AD0CB8
Sapphire Blue,#57A0D1
Deep Cobalt,#406573
Medium Purple-Pink,#B880C7
#047ECA (Dark Cyan),#047ECA
Sky Blue,#91CBFF
Aquamarine Blue,#1EB4AA
Green Lime (Harlequin),#6BED51
Chestnut,#9F7569
Deep Purple-Blue #7061BB,#7061BB
Medium Cyan,#6D97E2
Medium Purple-Red (or Violet-Red),#8A08CB
"#8F1274 (Ruby Wine, Burgundy)",#8F1274
Light Purple (Lavender),#D1B9D1
Soft Cool Gray,#FBF1F9
Aquamarine,#9FD6C8
Purple-Red (E442DC is a shade between purple and red),#E442DC
Chestnut Brown,#856959
Burnt Sienna,#CD2A0C
Green Seafoam,#38DF66
Medium Purple-Red,#CC4267
Olive Green (approximately),#63A10A
Dark Slate Blue,#5E6194
Aquamarine,#74D4A5
Sapphire Blue,#8CB6DD
Emerald Green,#51AC0C
#3D84B7 (Hex) or Navy Blue,#3D84B7
Greenish-Yellow,#84A21A
Deep Purple #782480,#782480
Wine Red,#980368
Cobalt Blue,#4200EF
Saddle Brown,#554D32
Indigo Purple,#7617BF
Lime Green (Electric Lime),#00FC14
Green 329660 (RGB) or HEX #329660,#329660
Sage Green,#266435
Sapphire Blue,#0D93F0
Dark Cinnamon Brown,#817C5F
Dark Teal,#168597
Sapphire Blue,#75D2E1
#12B841 (Hex) or Green Sapphire (Common Name),#12B841
Scarlet Orange,#CF522B
Sapphire Blue,#3974EC
Magenta (Deep),#D51B51
Maraschino Cherry Red,#EB3765
Cinnabar,#C9703F
Indigo (Dark),#7B32C1
Dark Green Sage,#64892C
Raspberry Blush,#EE8EA6
#5E6C94 (Hexadecimal Value) or Medium Cyan (HTML Color Name),#5E69C4
Green-Yellow (Sultan Green),#4F9A2C
Indigo Cobalt (sometimes referred to as Deep Sapphire Blue),#2B68AD
Cynosure Green,#C9E5C3
Dark Maroon,#75343F
Sapphire Blue,#0591C8
Sage Green,#83CB8B
Deep Teal,#0E3656
Teal Green (or Aquamarine),#1AA16C
Deep Purple #780283,#780283
Indigo Purple,#731ED8
Green-yellow (Spring Green),#B4E371
Dark Charcoal Grey,#66676A
Sapphire Teal,#82BBBA
Raspberry Blush,#EFB2E0
Fern Red (or Deep Rose),#FE2D7D
Aquamarine,#5DFAF4
Goldenrod,#F1EF1D
Gold Marigold,#EAA62B
Sage Green,#5D690B
Medium Olive Green,#63653B
Green Olive,#586015
Burnt Sienna,#A17679
Green 3C (#1C8B30),#1C8B30
Indigo Deep,#2F0290
Cobalt Blue,#055FDE
Sapphire Blue,#54D4E9
Wine Red,#B2209C
Brownish Green (Approximate),#B2AA4A
Green Turquoise,#72E178
ED7741 (Electric Tangerine),#ED7741
Sapphire Blue,#036B86
Deep Magenta,#D511F8
Sage Green,#71A535
Sapphire Blue,#9FD3D9
Greenish Yellow,#98AC16
Sage Green #127A57,#127A57
Cerulean Blue,#90C8BA
Sage Green,#84B666
F8BECF (Light Pinkish Beige),#F8BECF
Deep Purple #644D94,#644D94
Lime Green,#DFFB45
Sea Foam Green,#6A8484
Crimson Red,#D20394
Maroon 6,#97116E
Medium Cyan (Pale Blue),#8B9FF0
Lime Green,#3FF76D
Indigo (Dark),#535DD7
Sage Green,#86FE91
Sage Green #31C274,#31C274
Gold (Metallic),#D8C37F
Dusky Rose,#E48AA9
Sandstone,#D6D3AE
HoneyBlueCyan,#599EEC
Dark Brownish Gray,#726343
Orange Red (Refers to a combination of both Orange and Red),#AB6002
Lime Green,#5CE106
Chestnut Brown,#665F39
Goldish Brown,#C7861A
Gold Ochre,#E4D30E
#FAEE88 (Faeeee8),#FAEE88
Sage Green,#1C8D0E
Plum Magenta,#B92BAE
Sage Green with Vibrance,#86F103
Medium Purple,#9F65FD
Aqua Marine,#10E9A6
Deep Cobalt Blue,#0061F2
Maroon,#B2070F
Sapphire Blue,#3FC5C6
Orange-Red (Tangerine),#F4560B
Wine Red,#611798
Sage Green,#618B62
Goldenrod,#EDC252
Green Yellow,#9AF92F
Indigo Purple,#7247BB
Tangerine Dream,#D69F87
Burnt Sienna,#BF7F0B
Sage Green,#3A9F70
Maroon,#66390A
#1863F2 (Hex) or Dark Cyan,#1863F2
#09DABE (Teal 837),#09DABE
#CDE102 (Golden Yellow),#CDE102
Seafoam Green,#6AF9AE
Wine Red (Dark Bordeaux),#6F2C74
Golden Brown,#BDB01F
Dark Plum Grayish Brown,#9A7579
Turquoise Green,#A3F4C6
Fuchsia Rose,#F675F8
Sage Green,#84AC39
Deep Cobalt Blue,#5110C5
Maroon Wine,#B62C29
Warm Pinkish-Brown,#A47E88
Green 60A9 (Hexadecimal variant of green),#60A929
Indigo (Dark),#2405D0
Deep Indigo,#2A3C87
Lime Green (Sometimes referred to as Spring Green or Chartreuse),#47DD0C
Dark Green Olive #455235,#455235
Deep Royal Blue,#2018E1
Gold Sand,#D1BD67
Dijon Mustard,#ECE91F
#1BE56E (Sapphire Green),#1BE56E
Dark Plum,#503651
Burnt Sienna,#6F4100
Saffron,#CED239
Dark Brownish-Gray,#3F2739
Fuchsia Rose,#FF46C1
Medium Cyan,#336FA5
BED1A7 (Light Blueish-Green),#BED1A7
Fuchsia Magenta,#F334E2
Indigo (Dark),#5414E6
Medium Purple-Blue (#7C50D3),#7C50D3
Dark Slate Gray,#555767
Indigo (Dark),#4B7A8D
Maroon 5 (closest match),#850749
Lime green,#2FBB33
F1CF74,#F1CF74
Deep Sky Blue,#717DE0
Ultra Violet,#3D39FE
Greenish-cyan,#68C03B
Green Sapphire (Dark Forest Green),#388C54
Seafoam Green,#C5F0D7
Cyan-blue (Periwinkle Blue),#2572AE
Brownish Red,#AB6C4C
Deep Purple,#4F1F5C
Sage Green,#698955
Green Sea,#5A9809
Seafoam Green,#BBEA72
#017596 (Hexadecimal) or Dark Sea Green (Common Name),#017596
Lime Green,#11BD06
Burnt Sienna,#843E11
Maroon 180C (approximate),#DD180C
Creamy Yellowish Green,#CAE78C
Deep Purple #9143D9,#9143D9
Sapphire Blue,#41EBEA
Sage Green,#D6FE7C
#376124 (Sage Green),#376124
Cyber Blue,#006FF4
Shallow Lilac Mauve,#AC8EC3
Light Aqua,#1AABE1
#E45320 (Dark Orange),#E45320
Emerald Green,#33873A
Greenish Sapphire,#73B83A
Indigo,#2A3D86
Deep Purple (Lavender Indigo),#481AE5
Emerald Green,#406710
Lime Green,#0EFD29
Indigo Deep,#5403AD
Purple-Violet (Afro Violet),#AF2ED7
Lime Green,#0EC510
Dusky Rose,#D185C9
Scarlet Red,#ED4B42
Light Cyan,#9FA3C7
E417F1 (Eggplant),#E417F1
Seafoam Green,#78CE9A
#15F7DB (Teal),#15F7DB
Dandelion Orange,#D23F21
Deep Purple,#8503A8
Peachy Pink,#FFBC9B
#7DEC93 (Sage Green),#7DEC93
Bordeaux Maroon,#BA116D
#18D8AE (Hexadecimal) or Sea Green (Common Name),#18D8AE
Tawny Orange,#C17C5A
Sapphire Blue,#32A9FF
#2972B0 (Hexadecimal Blue),#2972B0
Sapphire Blue,#64B8A7
Deep Fuchsia,#DF539D
Deep Magenta,#CE0085
Sagey Aquamarine,#A7E4BC
Huskypurple,#5CABF8
Sage Green,#8EC497
FCBEE8 (Light Pink),#FCBEE8
Seafoam Green,#BEFCE4
Raspberry Rose,#EB5274
Indigo Deep,#133ED1
Golden Sand,#EFD3BD
Medium Purple-Blue (Shade of Lavender),#775FFB
Sapphire Blue,#46D3BB
#E57717 (Orange-Brown),#E57717
#FB870B (Sunset Orange),#FB870B
Dark Navy,#161011
Wisteria,#634AC2
B28121,#B28121
Indigo (Dark),#4D20E2
Teal Green (Sapphire Green),#4A7D71
Deep Teal,#7D90A9
Medium Purple,#AF78ED
Lime Green (Electric Lime),#8FF043
Acid Lime,#ACDE34
Gold Marigold,#DA9912
Deep Cyan,#003EED
#9A3C1D (Maroon Sienna),#9A3C1D
Wisteria,#F026D9
Plum Purple,#A29BC5
Green-Brown (Verdigris),#2B402F
Green-Yellowish,#527606
Gold Yellow (F9D247),#F9D247
Periwinkle Violet,#BC67D8
Sapphire Blue,#8CB2F0
Sage Green,#7D9B76
Red-Purple (Maroon),#A9528C
Medium Orchid,#EE99F7
"Sage Green (Olive Green, Mint Green)",#4A7A34
Violet Red,#C45E85
Purple Wine,#890E7D
FC9749 (#FC9749),#FC9749
Burnt Sienna,#CD6940
Sage Green #5B6104,#5B6104
Wisteria,#9121BD
A02803,#A02803
Indigo Cobalt,#1B3152
Mahogany Brown,#5A4C06
Green (specifically Lime),#17E624
Dark Red Wine,#C84F58
HEX #18DDF1 (Cyan Green),#18DDF1
Burnt Sienna,#C19C87
Sage Green,#457419
Raspberry Blush,#EF99DA
Green-yellow,#DBF59C
Medium Purple (Dark Lilac),#635984
Marigold Gold,#E79727
F65401 (Orange-Red),#F65401
Cyan (tint),#1493E6
Green (Emerald),#34EC15
Maroon 735B,#B05B73
Slightly-Desaturated Sky Blue,#BCC7E6
Gold Brown,#AB8D3B
Dark Teal,#084C60
Indigo (Dark),#1469BB
Teal Green #158E8B,#158E8B
Sage Green (Dark),#586908
Dark Plum,#80556A
Brownish Green (Descriptive),#B1AB86
Sage Green #3D6769,#3D6769
Burnt Sienna,#C96F08
#2F6660 (Dark Forest Green),#2F6660
Pale Rose,#EA9FA3
Greenish Cyan (sometimes referred to as Lime Cyan or Spring Mint),#7DF674
Deep Purple Violet,#721DAE
Seafoam Green,#7CFD8D
Navy Blue,#1E5790
Defiant Sky Blue,#DEF3CB
Seafoam Green,#66DDA0
#CAD780 (Cadet Blue),#CAD780
Ash Brown,#91908A
FCB180 (Fuchsia-Orange),#FCB180
Sage Green,#8F9C65
Green (Dark Forest),#10803D
Deep Wine Red,#A9185D
Dandelion Yellow,#D0EE32
Sage Green,#D0DB88
Gold Yellow,#CC8216
Medium Purple,#893AFA
Teal Green,#04A57C
Wine Red (Dark Ruby),#8E4A76
Scarlet Red,#D43C4E
Sage Green,#2B7340
Marigold Orange,#EE3612
Deep Purple,#C90DE2
#2EF392 (Hexadecimal Green),#2EF392
Maroonish Red,#A74F54
Dark Red-Brown,#A8404A
Green (Lime Green specifically),#41D240
"Cafeau Eclatant (French for ""Bright Cream"") or Lemon Chiffon",#CAE97D
#27F37E (Greenish Cyans),#27F37E
Huskypurple,#1880A8
Dark Teal,#154149
Dark Plum,#62055C
Lime Greenish-Cyan,#0ECFB3
Maroon,#C51A2C
Medium Purple (#5B2773),#5B2773
Gold Marigold,#F6DC83
#CC202A (Deep Coral),#CC202A
Maroon Wine,#9F2357
Emerald,#00AC7D
Deep Magenta,#C442C9
Deep Blue-Violet #081A8E,#081A8E
Indigo (Shade of Blue),#67B1F6
Teal,#059085
Lime Green,#3BE656
Indigo (Dark),#500BC6
Raspberry Rose,#E32D7B
Peach Blush,#D9BAC0
E2B256 (Golden Brown),#E2B256
